hex1_id,hex2_id,L1,L2,L3,L5,Mi1,Mi4,Mi9,C2,C3,Tm1,Tm2,Tm4,Tm9,Tm20,T1,x,y
10,21,28814,24827,96952,111876,48531.0,65329.0,90167.0,77556.0,59795.0,53495.0,54004.0,80170.0,96565.0,114876.0,39189.0,11,31
10,22,29546,22980,88264,113617,43689.0,76730.0,95544.0,80973.0,59004.0,58921.0,60702.0,79431.0,102619.0,110805.0,38125.0,12,32
10,23,27317,22845,55847,116998,44222.0,73443.0,84979.0,82601.0,58989.0,49723.0,60602.0,78517.0,101864.0,109363.0,38488.0,13,33
10,24,27192,23084,72416,106849,41136.0,71943.0,85653.0,84310.0,55014.0,52123.0,77058.0,74536.0,106540.0,112269.0,38359.0,14,34
10,25,27318,23515,80879,103850,40795.0,70469.0,99119.0,107855.0,56273.0,52233.0,56433.0,78917.0,99474.0,126659.0,35257.0,15,35
10,26,28942,23828,72924,100061,39791.0,75619.0,102542.0,93351.0,65411.0,50097.0,51242.0,74162.0,110839.0,120671.0,35768.0,16,36
10,27,28975,17779,76332,107142,45664.0,76254.0,91894.0,92703.0,52120.0,48211.0,59779.0,74998.0,106407.0,112281.0,36803.0,17,37
10,28,27627,21847,64688,83675,49634.0,72334.0,112883.0,90637.0,57855.0,61016.0,68618.0,77962.0,119360.0,146466.0,39730.0,18,38
10,29,27733,27431,77458,134348,59980.0,96340.0,129365.0,120086.0,39585.0,68106.0,79057.0,93144.0,143142.0,143713.0,48715.0,19,39
11,1,46858,530319,205251,199251,80499.0,86449.0,155103.0,136791.0,105740.0,98873.0,128765.0,95514.0,142626.0,118471.0,68053.0,-10,12
11,2,57226,33880,59415,156871,46722.0,47447.0,102958.0,106216.0,73979.0,64127.0,70420.0,87181.0,105648.0,107236.0,42976.0,-9,13
11,3,28053,28472,42439,69696,79353.0,56565.0,133682.0,95447.0,53999.0,57271.0,61129.0,79112.0,102872.0,99388.0,58231.0,-8,14
11,4,23776,22376,55184,65952,41718.0,95906.0,72184.0,86434.0,50990.0,58781.0,60627.0,72498.0,158494.0,93757.0,66660.0,-7,15
11,5,28518,25374,49528,62877,35306.0,60849.0,67843.0,55962.0,47216.0,52302.0,56278.0,75387.0,97393.0,85200.0,35470.0,-6,16
11,6,29496,26024,85859,115982,41315.0,58684.0,72095.0,79494.0,46637.0,51961.0,53323.0,74737.0,90877.0,86503.0,35209.0,-5,17
11,7,38736,35328,80922,102839,35841.0,53009.0,65995.0,82350.0,53753.0,52510.0,49816.0,67913.0,89417.0,85065.0,38332.0,-4,18
11,8,28012,59899,119391,101767,38792.0,46074.0,66987.0,84495.0,53627.0,42605.0,48664.0,63103.0,79781.0,92144.0,38701.0,-3,19
11,9,37120,37249,78821,102922,35848.0,51345.0,67222.0,98355.0,47307.0,48302.0,51889.0,66801.0,91845.0,87671.0,63384.0,-2,20
11,10,36518,33798,82430,104492,33765.0,54484.0,67818.0,82737.0,54194.0,43247.0,53474.0,66815.0,93720.0,92757.0,56238.0,-1,21
11,11,29475,31057,83829,94809,36974.0,51091.0,66780.0,75941.0,55520.0,45406.0,51986.0,69660.0,86027.0,97233.0,48660.0,0,22
11,12,32177,29164,74220,98320,35301.0,55877.0,76924.0,78424.0,49313.0,50321.0,49974.0,71606.0,94767.0,84699.0,36106.0,1,23
11,13,30764,28748,73324,92392,38487.0,61067.0,66903.0,88581.0,53238.0,45589.0,55264.0,71390.0,94290.0,91336.0,34460.0,2,24
11,14,32011,29472,84294,120827,38477.0,59674.0,90714.0,73128.0,64397.0,47568.0,53399.0,74003.0,99268.0,103154.0,35853.0,3,25
11,15,34075,30548,98363,105062,39525.0,59977.0,76275.0,75064.0,55204.0,49230.0,59763.0,71965.0,102421.0,99902.0,79435.0,4,26
11,16,19870,31400,95398,107358,46248.0,64655.0,73328.0,100612.0,55645.0,48018.0,55625.0,55813.0,94000.0,111566.0,91393.0,5,27
11,17,34310,33526,91188,102957,52350.0,82803.0,539486.0,79254.0,63372.0,84149.0,59349.0,116522.0,144564.0,152679.0,98655.0,6,28
11,18,39249,34476,90039,102567,71089.0,90334.0,124091.0,95183.0,62679.0,80115.0,79599.0,75866.0,142822.0,109115.0,83877.0,7,29
11,19,33923,34288,94204,105875,41654.0,67231.0,74717.0,90841.0,58956.0,51975.0,57549.0,73788.0,102123.0,114324.0,42805.0,8,30
11,20,31416,32407,92503,107425,38987.0,67331.0,83281.0,99027.0,60808.0,44453.0,51925.0,80108.0,98663.0,115889.0,41742.0,9,31
11,21,27600,25986,98421,103738,42691.0,72411.0,80146.0,82314.0,60010.0,47353.0,55912.0,74397.0,100694.0,111438.0,38590.0,10,32
11,22,27521,22830,71348,115593,42895.0,69850.0,81713.0,78576.0,65176.0,51165.0,54866.0,78930.0,100396.0,101448.0,127509.0,11,33
11,23,28314,22160,70107,93095,42758.0,64631.0,80678.0,84034.0,62885.0,46891.0,53876.0,71222.0,96845.0,135470.0,35948.0,12,34
11,24,26686,22724,73690,120909,42872.0,69750.0,87001.0,88081.0,55038.0,48372.0,55497.0,70170.0,95166.0,89087.0,33810.0,13,35
11,25,28739,23455,74520,102713,40235.0,77258.0,92167.0,76090.0,52335.0,49645.0,55166.0,80640.0,101774.0,106380.0,36673.0,14,36
11,26,28342,23060,75693,101920,41399.0,68815.0,86833.0,87926.0,56949.0,49091.0,52260.0,66859.0,100342.0,105472.0,31382.0,15,37
11,27,27717,22304,75925,114665,43063.0,67956.0,90737.0,87053.0,58994.0,49984.0,55558.0,69630.0,156593.0,104326.0,33993.0,16,38
11,28,28368,23205,68967,109504,39141.0,62268.0,87467.0,95673.0,60191.0,44710.0,55926.0,80442.0,92660.0,114923.0,37816.0,17,39
11,29,24629,21187,52037,117068,46067.0,62724.0,103614.0,105823.0,49316.0,53938.0,57077.0,86039.0,98078.0,123657.0,36603.0,18,40
11,30,21550,24210,33328,137922,59036.0,87839.0,129784.0,121668.0,55642.0,62359.0,72155.0,93569.0,131517.0,129325.0,42197.0,19,41
12,1,101296,116963,153299,215246,83390.0,98880.0,547720.0,132469.0,108076.0,110571.0,,,155396.0,,71354.0,-11,13
12,2,67669,41104,60985,77320,49907.0,61708.0,103739.0,104821.0,69751.0,69460.0,73259.0,80187.0,111827.0,99389.0,51038.0,-10,14
12,3,47134,47412,59003,39021,41264.0,54212.0,78236.0,101438.0,63133.0,56927.0,61714.0,79866.0,98117.0,90522.0,31284.0,-9,15
12,4,29134,24716,47980,70190,41284.0,84135.0,74288.0,108488.0,48391.0,100740.0,51659.0,76099.0,92507.0,90295.0,37899.0,-8,16
12,5,29693,25809,50506,123510,42223.0,56671.0,64760.0,87947.0,46502.0,50245.0,53069.0,64454.0,90258.0,88485.0,33748.0,-7,17
12,6,29398,25056,55068,105717,34926.0,56142.0,62944.0,84385.0,45545.0,50781.0,52911.0,72077.0,97939.0,88329.0,34338.0,-6,18
12,7,37548,34764,69413,101637,37244.0,52799.0,59374.0,96498.0,51881.0,47795.0,50293.0,68113.0,87349.0,91992.0,42451.0,-5,19
12,8,37404,38636,89553,103801,36682.0,48672.0,63347.0,79205.0,50286.0,45858.0,49469.0,70605.0,83185.0,79470.0,38780.0,-4,20
12,9,37424,36015,80213,107175,37610.0,45983.0,62399.0,83310.0,50986.0,46311.0,53186.0,58844.0,87381.0,83974.0,36460.0,-3,21
12,10,36345,34623,76893,526483,35678.0,30461.0,98247.0,61400.0,53888.0,46831.0,48920.0,73367.0,84718.0,82863.0,41067.0,-2,22
12,11,34616,33954,87967,95116,40344.0,48089.0,67616.0,80319.0,52109.0,51780.0,49229.0,66565.0,90938.0,93808.0,40874.0,-1,23
12,12,35946,30502,76467,96254,38596.0,53945.0,70672.0,100591.0,49442.0,49024.0,51039.0,72779.0,92412.0,94211.0,37396.0,0,24
12,13,35199,31288,82526,96143,35290.0,56539.0,69884.0,90262.0,54981.0,48691.0,56242.0,77242.0,87894.0,101529.0,39548.0,1,25
12,14,33637,30251,89869,102178,37224.0,57919.0,66497.0,77860.0,51707.0,53899.0,52819.0,73786.0,88959.0,104342.0,32221.0,2,26
12,15,32720,31773,87444,109487,40936.0,58217.0,65288.0,78899.0,49958.0,50024.0,57745.0,70735.0,92084.0,101354.0,40516.0,3,27
12,16,37315,32147,95764,111773,38768.0,55786.0,70927.0,76333.0,51664.0,45859.0,54146.0,110673.0,81041.0,95305.0,41929.0,4,28
12,17,525869,33682,103204,100834,35045.0,56373.0,82444.0,79951.0,57804.0,46931.0,54744.0,73400.0,97168.0,145996.0,45955.0,5,29
12,18,37348,37456,94830,110359,38241.0,61346.0,77098.0,93731.0,54855.0,47418.0,51440.0,71654.0,93971.0,164762.0,41439.0,6,30
12,19,36086,33742,100049,106113,40085.0,64560.0,75843.0,83863.0,56184.0,44839.0,48040.0,75769.0,94133.0,105760.0,43163.0,7,31
12,20,33207,32444,94794,98912,38230.0,67689.0,70103.0,98353.0,55215.0,48814.0,51196.0,73271.0,94138.0,110785.0,37697.0,8,32
12,21,31483,28277,78158,100137,40171.0,66607.0,79119.0,70028.0,50282.0,49315.0,53079.0,70455.0,93107.0,92961.0,36155.0,9,33
12,22,28987,25040,69358,100496,40256.0,64661.0,75472.0,99839.0,52849.0,51125.0,51521.0,81827.0,95029.0,100030.0,38076.0,10,34
12,23,28744,22921,70341,111267,42594.0,63319.0,85030.0,74146.0,221992964.0,48214.0,49994.0,69836.0,87994.0,108887.0,32713.0,11,35
12,24,27552,23635,65872,102423,41950.0,70144.0,73743.0,84956.0,54336.0,68825.0,78902.0,65520.0,103365.0,113325.0,35292.0,12,36
12,25,27956,22542,67751,98331,39727.0,67434.0,78522.0,91171.0,57615.0,45887.0,46771.0,68923.0,95870.0,97232.0,81294.0,13,37
12,26,29302,22074,70226,90382,37509.0,61821.0,86063.0,75481.0,55623.0,43693.0,50665.0,69115.0,92439.0,100971.0,31252.0,14,38
12,27,28617,23669,77179,101725,38461.0,58238.0,95880.0,82091.0,47503.0,47143.0,47229.0,58340.0,97254.0,96862.0,30567.0,15,39
12,28,23915,21343,73999,90903,35572.0,60836.0,83312.0,153529.0,63172.0,49871.0,50248.0,71592.0,97635.0,103320.0,32264.0,16,40
12,29,27550,23605,66045,91896,39273.0,62797.0,83033.0,90318.0,59247.0,63225.0,50950.0,70944.0,101957.0,106070.0,59395.0,17,41
12,30,34837,21524,58811,114404,50886.0,73432.0,119115.0,118397.0,58202.0,55562.0,69702.0,,109791.0,135715.0,546432.0,18,42
12,31,31447,21327,48733,130774,72987.0,103113.0,142761.0,,80770.0,70807.0,78875.0,93217.0,542238.0,132508.0,42436.0,19,43
13,1,35038,96895,94178,125220,,120983.0,168498.0,134781.0,110640.0,114221.0,137091.0,554489.0,151822.0,114703.0,69863.0,-12,14
13,2,70306,70811,70091,546490,54073.0,66443.0,113659.0,115945.0,75350.0,70206.0,73366.0,83106.0,111588.0,102738.0,50713.0,-11,15
13,3,54128,28742,59493,144113,44873.0,46833.0,81500.0,120856.0,50205.0,58184.0,54349.0,76513.0,100814.0,88935.0,39370.0,-10,16
13,4,28878,24756,48687,78224,38147.0,56479.0,70280.0,78497.0,43836.0,53052.0,56098.0,77856.0,96811.0,91503.0,38004.0,-9,17
13,5,28087,22642,44528,110739,36799.0,51784.0,64451.0,102411.0,47880.0,50807.0,47643.0,73552.0,89251.0,85788.0,34670.0,-8,18
13,6,27018,22061,40667,96227,35167.0,57962.0,62180.0,72164.0,42646.0,46885.0,53525.0,69490.0,84318.0,87781.0,84359.0,-7,19
13,7,36875,32710,87842,97642,35665.0,57426.0,59325.0,83876.0,52777.0,46236.0,47654.0,70013.0,96725.0,548800.0,37833.0,-6,20
13,8,33143,33759,80425,101595,36626.0,50893.0,89745.0,100945.0,52411.0,70293.0,49967.0,65842.0,88907.0,86071.0,40883.0,-5,21
13,9,36827,34854,86118,108288,34718.0,49027.0,63517.0,104251.0,50565.0,46773.0,50915.0,67915.0,89062.0,87852.0,35285.0,-4,22
13,10,34124,35481,162963,95253,35296.0,48587.0,63402.0,70399.0,57097.0,44435.0,31913.0,74681.0,82979.0,83814.0,38236.0,-3,23
13,11,34457,36738,94591,97491,36474.0,42011.0,71044.0,96664.0,53984.0,46695.0,48813.0,70472.0,94720.0,144542.0,39135.0,-2,24
13,12,35359,35647,91821,104796,38772.0,51007.0,63367.0,110105.0,55417.0,48707.0,51079.0,70345.0,92592.0,209182.0,41865.0,-1,25
13,13,35690,34919,95894,105675,36990.0,56963.0,77286.0,103559.0,60138.0,50842.0,51262.0,74528.0,93347.0,100983.0,41445.0,0,26
13,14,27377,36238,89491,101820,38648.0,53062.0,68222.0,90658.0,52563.0,52651.0,52295.0,78596.0,94443.0,98108.0,42354.0,1,27
13,15,33272,31939,84618,105175,37839.0,54552.0,64305.0,99341.0,52043.0,43660.0,49853.0,67343.0,82959.0,96964.0,39819.0,2,28
13,16,33200,31025,91823,100573,59959.0,55253.0,65771.0,94251.0,59889.0,55693.0,51471.0,76649.0,99046.0,102836.0,39449.0,3,29
13,17,32050,29530,103337,104224,38514.0,55465.0,62426.0,77460.0,53332.0,49439.0,50734.0,104497.0,100760.0,94106.0,36716.0,4,30
13,18,35499,34955,95083,105808,35774.0,58542.0,74107.0,86676.0,58165.0,49996.0,52712.0,79678.0,89954.0,103574.0,47451.0,5,31
13,19,38307,35457,95955,92385,37699.0,47810.0,65654.0,82563.0,54158.0,46156.0,49248.0,71306.0,91712.0,102065.0,48004.0,6,32
13,20,36192,32479,94233,96752,37353.0,53648.0,69772.0,75595.0,48913.0,45463.0,47352.0,77189.0,91876.0,104928.0,41868.0,7,33
13,21,32485,30823,83154,92663,35897.0,61232.0,65966.0,77317.0,50074.0,42859.0,46001.0,72542.0,90719.0,90996.0,40988.0,8,34
13,22,36302,30050,84531,102363,36139.0,68846.0,74797.0,73882.0,55484.0,48471.0,52057.0,73527.0,92891.0,102060.0,39482.0,9,35
13,23,28480,23803,68599,94553,44119.0,67844.0,74702.0,91772.0,48114.0,47127.0,52826.0,108550.0,95760.0,130704.0,36535.0,10,36
13,24,28241,23272,72880,98475,47967.0,101787.0,119289.0,125800.0,55044.0,56579.0,59574.0,111198.0,144841.0,110747.0,34111.0,11,37
13,25,26156,23580,68711,112644,36275.0,61157.0,64291.0,97752.0,60013.0,54013.0,49557.0,68274.0,89147.0,98856.0,32999.0,12,38
13,26,26935,22539,56134,104561,36158.0,80877.0,93619.0,81464.0,63657.0,41791.0,52083.0,67903.0,88320.0,105394.0,32171.0,13,39
13,27,27063,23268,67470,106428,37927.0,48939.0,82177.0,71045.0,52848.0,26101.0,51158.0,81562.0,92588.0,101863.0,75514.0,14,40
13,28,21861,22245,70611,91462,37677.0,59013.0,87735.0,90718.0,46839.0,44520.0,53979.0,73001.0,94570.0,110710.0,31351.0,15,41
13,29,26160,20299,68722,90327,62167.0,56476.0,87474.0,93051.0,58268.0,45094.0,52054.0,72821.0,96391.0,103961.0,34804.0,16,42
13,30,28677,22939,55682,120877,41577.0,62907.0,93048.0,94498.0,64200.0,53842.0,54833.0,70668.0,85351.0,123040.0,38193.0,17,43
13,31,27276,22104,73551,106265,52416.0,92225.0,118459.0,117873.0,51161.0,59253.0,65614.0,85520.0,113882.0,146650.0,37072.0,18,44
13,32,31625,35983,64202,153629,84528.0,94777.0,141645.0,127267.0,63815.0,74067.0,92329.0,92746.0,126027.0,132705.0,55872.0,19,45
14,2,82524,96190,100197,187996,72165.0,96551.0,145884.0,138196.0,85917.0,102371.0,106519.0,92061.0,140554.0,111627.0,73529.0,-12,16
14,3,30035,27587,63007,121304,45816.0,51645.0,86474.0,88832.0,51536.0,61329.0,53473.0,80287.0,101801.0,92422.0,42251.0,-11,17
14,4,27642,26449,50440,84900,42219.0,45803.0,71671.0,78159.0,45198.0,49260.0,53544.0,69130.0,94199.0,83721.0,35361.0,-10,18
14,5,27677,22898,49748,151607,32725.0,45976.0,70216.0,101199.0,188991.0,51861.0,51928.0,71442.0,91856.0,93473.0,32787.0,-9,19
14,6,25096,23948,45131,91278,33857.0,44098.0,64418.0,69605.0,42667.0,44264.0,53207.0,68326.0,100425.0,83667.0,33386.0,-8,20
14,7,32004,24045,65598,98051,34965.0,55726.0,60066.0,177966.0,55148.0,45068.0,46914.0,62980.0,83375.0,85215.0,36972.0,-7,21
14,8,36361,35909,78126,92085,32871.0,46397.0,59979.0,77691.0,48057.0,42323.0,43694.0,66706.0,90824.0,85080.0,33660.0,-6,22
14,9,37562,35578,79558,100038,33013.0,45055.0,65749.0,83976.0,53480.0,41973.0,45953.0,63373.0,88930.0,86406.0,42473.0,-5,23
14,10,43378,31463,92631,108108,40545.0,49561.0,62121.0,88130.0,53539.0,47493.0,46208.0,65435.0,89177.0,78490.0,38696.0,-4,24
14,11,37013,38633,97785,98188,37390.0,72704.0,63750.0,72603.0,50512.0,49656.0,49936.0,81402.0,76118.0,88356.0,40272.0,-3,25
14,12,34934,40042,94362,99717,39164.0,47044.0,44071.0,90023.0,54480.0,82773.0,54532.0,64687.0,92000.0,90151.0,41585.0,-2,26
14,13,42346,48065,96448,101328,36881.0,50675.0,69473.0,83447.0,54117.0,48627.0,36398.0,74458.0,87925.0,90758.0,39583.0,-1,27
14,14,37280,32408,88548,110884,38178.0,54068.0,98299.0,89567.0,51920.0,50430.0,51624.0,65391.0,101173.0,95002.0,37292.0,0,28
14,15,38355,30200,86908,111099,38791.0,53660.0,69554.0,70936.0,35569.0,46108.0,49150.0,72301.0,95937.0,93213.0,38622.0,1,29
14,16,33504,30180,89447,104656,35447.0,61851.0,64092.0,95784.0,49571.0,45679.0,49776.0,62911.0,89963.0,82427.0,35729.0,2,30
14,17,32799,34041,102536,111651,37529.0,51945.0,66474.0,97743.0,56518.0,47426.0,50562.0,64361.0,91933.0,93445.0,38444.0,3,31
14,18,32577,33383,97392,88219,34079.0,54902.0,72589.0,82310.0,51419.0,45874.0,72967.0,66723.0,85889.0,86493.0,54690.0,4,32
14,19,31629,31370,93250,95904,38893.0,54186.0,88472.0,97701.0,54083.0,46175.0,50177.0,74893.0,95811.0,142814.0,40827.0,5,33
14,20,35833,32172,102243,106339,37631.0,53917.0,68977.0,76909.0,51233.0,44516.0,47993.0,71644.0,83973.0,92618.0,44072.0,6,34
14,21,34709,32925,100752,98463,39743.0,53875.0,69088.0,75818.0,59071.0,44121.0,47727.0,105988.0,88148.0,95285.0,29117.0,7,35
14,22,33584,31111,94403,94301,39275.0,59783.0,70703.0,85255.0,58866.0,42882.0,49253.0,70348.0,92316.0,99416.0,38498.0,8,36
14,23,34314,28689,82075,90175,36911.0,56086.0,68771.0,85093.0,57055.0,48557.0,49474.0,74089.0,92238.0,110038.0,39613.0,9,37
14,24,35985,27590,73923,101091,39067.0,67291.0,76651.0,72991.0,50976.0,46022.0,52225.0,71563.0,89374.0,96747.0,34047.0,10,38
14,25,30824,23466,70343,86353,40703.0,67185.0,531527.0,83252.0,57782.0,48585.0,53166.0,67321.0,100745.0,93136.0,33532.0,11,39
14,26,27320,23335,83806,85473,37391.0,55248.0,85572.0,98537.0,48435.0,42109.0,51348.0,74490.0,94357.0,100968.0,33069.0,12,40
14,27,27955,22702,72104,91925,36684.0,52760.0,86301.0,82262.0,33080.0,42610.0,72928.0,71985.0,148832.0,105711.0,34393.0,13,41
14,28,26507,21950,86580,84357,38708.0,56270.0,81240.0,80705.0,60094.0,44294.0,49402.0,70882.0,104807.0,104766.0,33872.0,14,42
14,29,27066,21791,74388,117709,39688.0,51966.0,94540.0,81504.0,54995.0,46487.0,57250.0,80939.0,95798.0,111440.0,39809.0,15,43
14,30,29376,22244,144802,125310,41479.0,64608.0,101569.0,85749.0,59621.0,48680.0,51919.0,75263.0,104080.0,107252.0,36342.0,16,44
14,31,26784,25062,81699,105073,40858.0,67893.0,98273.0,93259.0,543005.0,50584.0,51266.0,74446.0,108822.0,143032.0,37285.0,17,45
14,31,26784,25062,81699,105073,40858.0,67893.0,98273.0,93259.0,543005.0,50584.0,51266.0,74446.0,108822.0,137282.0,37285.0,17,45
14,32,34556,27407,82083,134001,51217.0,89313.0,120769.0,491695.0,60550.0,59215.0,75626.0,96284.0,117888.0,129096.0,55936.0,18,46
15,2,89387,58832,74979,118193,73336.0,89388.0,177520.0,,89486.0,93427.0,105778.0,94364.0,144157.0,,61404.0,-13,17
15,3,38813,37738,65645,142937,43608.0,62046.0,94088.0,92131.0,63985.0,61634.0,67112.0,85119.0,106017.0,89300.0,50080.0,-12,18
15,4,28475,26559,51590,68062,35990.0,48753.0,81181.0,66472.0,50467.0,49250.0,53617.0,70778.0,86856.0,80707.0,38106.0,-11,19
15,5,26737,24607,52593,87306,39630.0,40970.0,76059.0,164071.0,45704.0,46935.0,50844.0,65690.0,95470.0,92476.0,36516.0,-10,20
15,6,25609,22614,91342,87888,37507.0,40323.0,70046.0,86491.0,48273.0,47169.0,48747.0,79115.0,94831.0,83990.0,30335.0,-9,21
15,7,37194,32019,64148,95808,34759.0,43106.0,61858.0,79957.0,53073.0,46621.0,42705.0,71706.0,90340.0,78757.0,39533.0,-8,22
15,8,32481,32390,84712,94501,35928.0,48946.0,61656.0,77973.0,51599.0,42769.0,42876.0,70118.0,82937.0,89011.0,37450.0,-7,23
15,9,36471,34937,77998,26655,35957.0,49475.0,67922.0,76350.0,51296.0,48289.0,53462.0,59714.0,84878.0,80889.0,40745.0,-6,24
15,10,37322,34323,85309,126008,36457.0,46969.0,62623.0,96694.0,53436.0,45765.0,47207.0,74609.0,93824.0,88983.0,87336.0,-5,25
15,10,37322,34323,85309,126008,36457.0,46969.0,62623.0,96694.0,53436.0,45765.0,47207.0,64957.0,93824.0,88983.0,87336.0,-5,25
15,11,36293,35215,93181,94167,37108.0,48310.0,64100.0,88224.0,54188.0,45549.0,50672.0,70649.0,82394.0,85393.0,42433.0,-4,26
15,12,35170,35795,91472,102297,38710.0,48192.0,67574.0,76338.0,50095.0,44763.0,50443.0,70670.0,85140.0,90238.0,43637.0,-3,27
15,13,23909,31751,91276,104953,36660.0,76761.0,69112.0,74745.0,53301.0,44276.0,44724.0,100831.0,134011.0,93530.0,39571.0,-2,28
15,13,23909,31751,91276,104953,36660.0,76761.0,69112.0,74745.0,53301.0,44276.0,66141.0,100831.0,134011.0,93530.0,39571.0,-2,28
15,14,36565,32270,96715,99319,34626.0,78629.0,72837.0,80038.0,52523.0,78020.0,47971.0,105589.0,90120.0,146182.0,37600.0,-1,29
15,15,34066,30673,217360,107317,38993.0,547426.0,63699.0,78499.0,50162.0,49564.0,51557.0,64403.0,92356.0,93908.0,38112.0,0,30
15,16,33101,29189,88352,102242,37270.0,52534.0,61663.0,80314.0,44900.0,44492.0,48516.0,69096.0,84851.0,99660.0,37099.0,1,31
15,17,32385,30683,93831,99818,36410.0,50142.0,66006.0,77921.0,48957.0,41792.0,46859.0,70404.0,78190.0,88328.0,36709.0,2,32
15,18,34714,31709,89521,91323,49324.0,48831.0,62297.0,72965.0,49691.0,43371.0,49158.0,66349.0,85820.0,87321.0,37362.0,3,33
15,19,34884,36719,102535,103698,38479.0,46401.0,71180.0,89665.0,53411.0,45020.0,55464.0,71472.0,97640.0,89516.0,38642.0,4,34
15,20,37890,36714,100434,99662,38767.0,55010.0,75845.0,500002.0,50438.0,41710.0,48603.0,70956.0,88713.0,99244.0,45576.0,5,35
15,21,36926,33893,105889,100267,37019.0,55488.0,67568.0,94748.0,50034.0,45659.0,49446.0,113243.0,95679.0,86588.0,41102.0,6,36
15,22,37150,33985,102699,96175,36954.0,56627.0,78235.0,78957.0,54200.0,44413.0,48704.0,120742.0,97629.0,91569.0,45305.0,7,37
15,23,37423,31503,98510,94629,38238.0,55724.0,77193.0,90908.0,57642.0,44370.0,49227.0,69466.0,92577.0,88580.0,37883.0,8,38
15,24,33953,32578,87043,88464,37371.0,60173.0,71727.0,83844.0,50957.0,45184.0,53782.0,,97287.0,93890.0,39013.0,9,39
15,25,34831,24882,91178,106443,41296.0,84875.0,72613.0,86288.0,57531.0,46768.0,54353.0,67855.0,90609.0,148393.0,38170.0,10,40
15,26,29699,24089,81302,103758,38721.0,64275.0,75811.0,69025.0,57380.0,42710.0,46357.0,126493.0,99286.0,143709.0,36655.0,11,41
15,27,25934,23390,79833,106584,38227.0,60308.0,81025.0,118663.0,53407.0,42056.0,48838.0,70201.0,104612.0,190411.0,35319.0,12,42
15,28,30235,24113,86851,104898,43783.0,70638.0,98397.0,93663.0,59720.0,47408.0,57177.0,115133.0,101630.0,118826.0,37076.0,13,43
15,29,29539,23225,145210,100977,37084.0,105696.0,96827.0,106233.0,60804.0,46556.0,56853.0,71629.0,106995.0,115907.0,38460.0,14,44
15,30,31849,23824,83135,92048,41508.0,66817.0,134884.0,102343.0,57874.0,50801.0,56741.0,79675.0,95501.0,120589.0,37682.0,15,45
15,31,30312,22817,77785,124909,43221.0,75539.0,102553.0,91292.0,60847.0,48711.0,35079.0,77772.0,113491.0,111891.0,43348.0,16,46
15,32,31274,28289,47690,132011,45111.0,84499.0,113843.0,99097.0,54131.0,53576.0,69440.0,79433.0,108995.0,138853.0,44287.0,17,47
15,33,34999,32555,94935,72702,80299.0,98977.0,148825.0,147527.0,83274.0,71498.0,108648.0,,137408.0,140605.0,69420.0,18,48
16,3,45746,46619,75857,56623,64522.0,72123.0,135487.0,102709.0,94745.0,89049.0,98479.0,87283.0,130253.0,98684.0,58747.0,-13,19
16,4,31092,22152,55449,67578,41492.0,50140.0,78796.0,108923.0,50684.0,53240.0,60286.0,76991.0,92805.0,80584.0,43200.0,-12,20
16,4,31092,22152,55449,67578,41492.0,50140.0,78796.0,108923.0,50684.0,53240.0,60286.0,70644.0,92805.0,80584.0,43200.0,-12,20
16,5,26612,22280,120227,80286,38177.0,41584.0,77459.0,86541.0,44137.0,49452.0,51142.0,65361.0,89535.0,80384.0,38390.0,-11,21
16,6,27015,21337,52551,100579,37127.0,42067.0,68508.0,84403.0,46820.0,44012.0,46667.0,64834.0,95813.0,122206.0,61221.0,-10,22
16,7,32284,24706,110408,94154,35910.0,41450.0,57537.0,78520.0,56058.0,47570.0,45933.0,59358.0,89845.0,81918.0,40107.0,-9,23
16,8,35012,32143,68660,108921,34957.0,39439.0,69132.0,88474.0,55039.0,47242.0,47469.0,67997.0,89298.0,85326.0,38983.0,-8,24
16,9,36456,28075,74863,106352,36312.0,50787.0,60240.0,80031.0,58285.0,46810.0,50637.0,66986.0,90590.0,77893.0,39034.0,-7,25
16,10,31445,31771,75002,96173,38286.0,52270.0,61642.0,91884.0,56571.0,45996.0,51366.0,68388.0,90688.0,79281.0,40493.0,-6,26
16,11,33171,36447,76058,116738,38632.0,48520.0,58334.0,92455.0,55127.0,45535.0,57476.0,71754.0,89693.0,84764.0,36073.0,-5,27
16,12,33407,32389,71624,96423,37555.0,48876.0,62377.0,104916.0,54437.0,43859.0,48415.0,68780.0,93826.0,80942.0,40600.0,-4,28
16,13,36056,34621,89854,123909,37113.0,50569.0,65299.0,109703.0,59187.0,43884.0,50521.0,64370.0,88621.0,84723.0,83633.0,-3,29
16,14,33931,32168,67948,94600,32535.0,47371.0,59578.0,101512.0,48562.0,43252.0,56244.0,68186.0,95260.0,94136.0,39107.0,-2,30
16,15,33276,29628,90418,94353,35001.0,47133.0,61720.0,98963.0,48087.0,42492.0,49088.0,63030.0,149584.0,94710.0,34145.0,-1,31
16,16,30721,27959,81625,94396,35152.0,51543.0,64024.0,72073.0,42788.0,44055.0,46623.0,65751.0,92497.0,80908.0,35074.0,0,32
16,17,30744,43594,74983,99766,33942.0,33529.0,62861.0,67127.0,45973.0,42657.0,48743.0,68569.0,80501.0,86187.0,34888.0,1,33
16,18,31126,28546,97561,90202,33655.0,49090.0,59186.0,65300.0,50137.0,43907.0,45977.0,68453.0,80881.0,84978.0,38882.0,2,34
