x,y,z,p,q
0.40418472256032,0.0022806856980681,-0.914674536937365,2,6
0.478969020852932,-0.0364441310560667,-0.877074969643275,2,7
0.553526156770399,-0.0309797147239983,-0.83225540013064,2,8
0.403359061011424,-0.0471576817133157,-0.913825815434981,3,5
0.329614962095995,-0.0822311250226023,-0.940527521574979,3,4
0.458067556538652,-0.127990910347476,-0.879654728012721,3,6
0.628518994281841,-0.0183760241009184,-0.777577131585791,2,9
0.511287554309335,-0.120230724007729,-0.850958054085486,3,7
0.575406130557472,-0.120864639062241,-0.808887831495339,3,8
0.309690959508989,-0.18018428375301,-0.933608661852929,4,4
0.387792047989384,-0.188362081779208,-0.902295435909992,4,5
0.239369567694094,-0.160372233475825,-0.957592270641278,4,3
0.687316640801628,-0.0055023305653275,-0.726337084028838,2,10
0.457466078612704,-0.200023342081339,-0.866438370307621,4,6
0.641951356236587,-0.112821666616088,-0.758399451323625,3,9
0.525916274268107,-0.211415587339875,-0.82384192773231,4,7
0.733281545737123,0.0057116480228616,-0.679901133811556,2,11
0.695849814101193,-0.0986141787856713,-0.711384762247381,3,10
0.586753146866683,-0.205696619689778,-0.783204727571434,4,8
0.232744925998419,-0.243275187592989,-0.941619340563684,5,3
0.297610744314896,-0.263294728541633,-0.917662100552552,5,4
0.367717610090305,-0.279825305686962,-0.886837954491503,5,5
0.157753038544676,-0.188158376770883,-0.969386612286795,5,2
0.648219341809856,-0.195432707382745,-0.73594683353395,4,9
0.440964639133162,-0.287825631678984,-0.850121516480294,5,6
0.744893453015254,-0.0774991421073015,-0.662667055637779,3,11
0.513605395157013,-0.292598818943913,-0.806594959826948,5,7
0.780065630690251,0.0379310826861329,-0.62454691159438,2,12
0.700554524495007,-0.181601998128047,-0.690104392454848,4,10
0.582425836342605,-0.292268993670758,-0.758524212203737,5,8
0.181109678941708,-0.301879917583978,-0.935984935537492,6,3
0.263401269244716,-0.337136364573092,-0.903857755978623,6,4
0.342934031061215,-0.358735658757365,-0.86816183829746,6,5
0.085476008940853,-0.262256857770232,-0.961205073045304,6,2
0.788147733665633,-0.0480405625363339,-0.613608388362577,3,12
0.64218805851063,-0.276279653089615,-0.715027307726795,5,9
0.74468504906688,-0.164328839172863,-0.646869546595261,4,11
0.418456865665368,-0.370717554328356,-0.829133491357284,6,6
0.491815066840299,-0.373215936288087,-0.786656090632672,6,7
0.82181440240685,0.0029012008830258,-0.569747901295045,3,13
0.697724262013433,-0.261277740102878,-0.667019337594154,5,10
0.790932080792656,-0.135723097081132,-0.596662119202908,4,12
0.562573675411517,-0.373194760680868,-0.737723884888057,6,8
0.130227826954142,-0.375506710549199,-0.9176248816479,7,3
0.217509975100156,-0.407319066613736,-0.887006532504042,7,4
0.0655152329841612,-0.338024776365188,-0.938854091331713,7,2
0.306155833272179,-0.429556252869739,-0.849558727442621,7,5
0.742220635317458,-0.241372171569807,-0.625178377185763,5,11
0.827723546684074,0.0553252203306473,-0.558402050730568,3,14
0.626967162984658,-0.360163106717493,-0.690792814886325,6,9
0.0166010387673914,-0.29699669818976,-0.954734186449938,7,1
0.827259454009272,-0.0949615932555188,-0.553736482055007,4,13
0.388017315068733,-0.448542631282412,-0.805141025615452,7,6
0.464694284970564,-0.454378620190498,-0.759999533571881,7,7
0.683214503516305,-0.34020576508488,-0.646125359034901,6,10
0.786678665859395,-0.213717549245857,-0.579190370971433,5,12
0.855178166075077,-0.0452364686043504,-0.516356433267443,4,14
0.535920190232492,-0.449618141867606,-0.714585947388199,7,8
0.86584110306522,0.0924039082517383,-0.491712011224668,3,15
0.0792270500103769,-0.445245510709695,-0.891896580181535,8,3
0.164927728073802,-0.482510170154331,-0.86022251784643,8,4
0.73282743208742,-0.320334700357439,-0.600291291396991,6,11
0.0041486038697943,-0.405305273794653,-0.914171988260509,8,2
0.829020205953901,-0.176954656890797,-0.530483315029617,5,13
0.258948668357579,-0.503285849206419,-0.824408236945999,8,5
0.602481697952176,-0.437607655870283,-0.667469357466227,7,9
-0.0546688907475777,-0.359590274194937,-0.931507459491785,8,1
0.347272723515102,-0.520405345882867,-0.780115332165018,8,6
0.882319148069307,0.0016594738599231,-0.470648666307216,4,15
0.779950798079797,-0.291691582067565,-0.553708202508875,6,12
0.660558573665468,-0.42127552213265,-0.621441312763245,7,10
0.426217677783707,-0.525627011722461,-0.736243665977766,8,7
0.861835499306126,-0.135898076920083,-0.488642287184791,5,14
0.500260790255345,-0.522812058597981,-0.690222205610367,8,8
0.0159272850115873,-0.504086114115168,-0.863506520617204,9,3
0.824494534367653,-0.253525678110297,-0.505898698690341,6,13
0.712979773124122,-0.40130352413123,-0.574991586578213,7,11
-0.0602127788641819,-0.458017277980575,-0.886901682450043,9,2
0.109881567893103,-0.54402952091086,-0.831840081635198,9,4
0.903078450258139,0.0462661024962044,-0.426976299622321,4,16
0.89094173974894,-0.0898668596556072,-0.445136792355755,5,15
0.205787034136043,-0.572569796402638,-0.793609176376466,9,5
-0.110196827807981,-0.4025899467907,-0.908723276847314,9,1
0.569787681676412,-0.509697566614534,-0.644631979036909,8,9
0.298795223701382,-0.590188564776625,-0.749932578502994,9,6
0.764258838299896,-0.373344200170696,-0.525854101704453,7,12
0.862940760996013,-0.214760677132358,-0.457395993171423,6,14
0.633985496627711,-0.497544842797451,-0.592040133328285,8,10
0.384025440903942,-0.595914726642979,-0.70527306719352,9,7
0.915416210123257,-0.0420236329958007,-0.400308851405272,5,16
0.909705467335469,0.126076268500266,-0.395652293334697,4,17
0.813182261125138,-0.332926667226417,-0.477382911760484,7,13
0.463554757803506,-0.585529127694074,-0.665035808915242,9,8
0.688442835946414,-0.478509408347148,-0.54504606021631,8,11
-0.119738064983379,-0.499162040522025,-0.858195812793283,10,2
0.893092557357173,-0.174123693956741,-0.414809140685307,6,15
-0.046741538881617,-0.556087446992199,-0.829808399475853,10,3
0.0434530007179748,-0.595606296823321,-0.802100352769536,10,4
0.14391912541282,-0.626651734023016,-0.765894829324729,10,5
0.534519947549664,-0.572625524725561,-0.62160150748231,9,9
-0.159788499860878,-0.44517612132325,-0.881070857715653,10,1
0.855440255531097,-0.292550600763431,-0.427359468375099,7,14
0.740926901371773,-0.451306823887351,-0.497342414777117,8,12
0.930935634506965,0.0152530272199703,-0.36486461813355,5,17
0.242351650185365,-0.652920632059201,-0.717607361921437,10,6
0.917498400549346,-0.125581070115458,-0.377393799390038,6,16
0.601638969678277,-0.561674375503111,-0.567937008890644,9,10
0.332934446193022,-0.664040353161577,-0.669481190110069,10,7
0.792356031634673,-0.417131909749762,-0.445166136403781,8,13
0.888806591594871,-0.252352290501003,-0.382545636776066,7,15
0.42152017091162,-0.652524826872071,-0.629707944868264,10,8
0.662013556112074,-0.544268660264738,-0.515276311290819,9,11
-0.108568169082579,-0.585631161238315,-0.803273985417627,11,3
-0.184814742173662,-0.521969093194532,-0.832701493228492,11,2
